language,lect,s_citation,m_citation,s_gloss,m_gloss,class,source,contributor,glottocode
Chechen,,shaar,,skim milk,,D;D,,Johana Nichols,chec1245
Chechen,,morza,,whey,,D;D,,Johana Nichols,chec1245
Chechen,,masha,,"dairy product, dairy products",,D;D,,Johana Nichols,chec1245
Chechen,,mashadaetta,,animal fat,,D;D,,Johana Nichols,chec1245
Chechen,,doesha,,"swill, slops
",,D;D,,Johana Nichols,chec1245
Chechen,,duga,,rice,,D;D,,Johana Nichols,chec1245
Chechen,,dama,,flour,,D;D,,Johana Nichols,chec1245
Chechen,,oelg,,"wafer
",,D;D,,Johana Nichols,chec1245
Chechen,,bwaara,,nut,,D;D,,Johana Nichols,chec1245
Chechen,,balg,,"Jerusalem artichoke, sunchoke
",,D;D,,Johana Nichols,chec1245
Chechen,,ch'urg,,"bagel (donut-shaped, not sweet)",,D;D,,Johana Nichols,chec1245
Chechen,,hu,,"seed; breed, line, lineage",,D;D,,Johana Nichols,chec1245
Chechen,,maelxahu,,sunflower,,D;D,,Johana Nichols,chec1245
Chechen,,dosh,,"word; deed, matter; worthwhile matter",,D;D,,Johana Nichols,chec1245
Chechen,,ghuurdaetta,,"butter (solid, not melted)",,D;D,,Johana Nichols,chec1245
Chechen,,daettagh,,traditional dish made of corn flour fried in butter or oil,,D;D,,Johana Nichols,chec1245
Chechen,,mexkadaetta,,"oil, petroleum, kerosene",,D;D,,Johana Nichols,chec1245
Chechen,,zhwonka,,carrot,,D;D,,Johana Nichols,chec1245
Chechen,,maangalhwaqar,,"mowing, reaping",,D;D,,Johana Nichols,chec1245
Chechen,,cyrg,,"piece, crumb, scrap, small piece",,D;D,,Johana Nichols,chec1245
Chechen,,jalta,,"grain; cereal, cereal crop; grain product; (fig.) bread, daily bread",,D;D,,Johana Nichols,chec1245
Chechen,,ricq' / ric',,"predestined allotment of food, foreordained allotment of food; daily bread; share of food",,D;D,,Johana Nichols,chec1245
Chechen,,da'ar,,"meal; dish, course",,D;D,,Johana Nichols,chec1245
Chechen,,cwoogal,,fox,,D;D,,Johana Nichols,chec1245
Chechen,,adam,,"person, human being; people",,D;D,,Johana Nichols,chec1245
Chechen,,ho'a,,egg,,D;D,,Johana Nichols,chec1245
Chechen,,ghan,,dream,,D;D,,Johana Nichols,chec1245
Chechen,,laatta,,"Earth; earth, soil, ground, dirt, clay",,D;D,,Johana Nichols,chec1245
Chechen,,nazh,,oak; acorn,,D;D,,Johana Nichols,chec1245
Chechen,,luo,,snow,,D;D,,Johana Nichols,chec1245
Chechen,,deuzag,,"broom, stiff broom",,D;D,,Johana Nichols,chec1245
Chechen,,sho,,year,,D;D,,Johana Nichols,chec1245
Chechen,,de,,day; weather,,D;D,,Johana Nichols,chec1245
Chechen,,maarxa,,fast,,D;D,,Johana Nichols,chec1245
Chechen,,q'amial,,"speech, conversation",,D;D,,Johana Nichols,chec1245
Chechen,,bahwana,,"reason, basis, grounds",,D;D,,Johana Nichols,chec1245
Chechen,,biarkat,,"wealth, abundance; blessing",,D;D,,Johana Nichols,chec1245
Chechen,,buolat,,"steel; blade; bladed weapon (sword, saber, dagger, etc.) ",,D;D,,Johana Nichols,chec1245
Chechen,,c'asta,,"copper; copper objects, copper items",,D;D,,Johana Nichols,chec1245
Chechen,,ahwar,,corn flour,,D;D,,Johana Nichols,chec1245
Chechen,,gui,,feeding dish for dog,,D;D,,Johana Nichols,chec1245
Chechen,,aabat,,alphabet,,D;D,,Johana Nichols,chec1245
Chechen,,aaqtarg,,poplar species,,D;D,,Johana Nichols,chec1245
Chechen,,aalmaz,,"spirit, sprite (evil or ominous, female in form, inhabits mountains)",,D;D,,Johana Nichols,chec1245
Chechen,,almaaz,,diamond,,D;D,,Johana Nichols,chec1245
Chechen,,ant,,"defect, flaw
",,D;D,,Johana Nichols,chec1245
Chechen,,aangli / aengli,,"glass; shard, piece of glass",,D;D,,Johana Nichols,chec1245
Chechen,,aasar,,weed,,D;D,,Johana Nichols,chec1245
Chechen,,gaaki,,"baby, newborn, infant",,D;D,,Johana Nichols,chec1245
Chechen,,tiarza,,"scale, scales; weighing station; balance",,D;D,,Johana Nichols,chec1245
Chechen,,loppag,,bubble; blister; ball,,D;D,,Johana Nichols,chec1245
Chechen,,aaxk,,"canyon, abyss; mountain stream",,D;D,,Johana Nichols,chec1245
Chechen,,daaq'a,,part,,D;D,,Johana Nichols,chec1245
Chechen,,dyniandaaq'a,,continent,,D;D,,Johana Nichols,chec1245
Chechen,,xaattar,,"question, inquiry",,D;D,,Johana Nichols,chec1245
Chechen,,hordbiastar,,"high tide, rising tide",,D;D,,Johana Nichols,chec1245
Chechen,,buo,,orphan,,D;D,,Johana Nichols,chec1245
Chechen,,aajat,,"verse (of Koran);  article, section (of document) ",,D;D,,Johana Nichols,chec1245
Chechen,,aidardosh,,interjection,,D;D,,Johana Nichols,chec1245
Chechen,,aidar-hwaerk,,exclamation mark,,D;D,,Johana Nichols,chec1245
Chechen,,aip,,"defect, deformity, flaw, vice, fault, blemish, shortcoming",,D;D,,Johana Nichols,chec1245
Chechen,,eeqa,,"beast, wild beast",,D;D,,Johana Nichols,chec1245
Chechen,,amalt,,"assignment, commission",,D;D,,Johana Nichols,chec1245
Chechen,,an,,"pang, sharp pain, twinge; rheumatic pain",,D;D,,Johana Nichols,chec1245
Chechen,,aarz,,"appeal, complaint",,D;D,,Johana Nichols,chec1245
Chechen,,muq'a aaz,,vowel,,D;D,,Johana Nichols,chec1245
Chechen,,muq'aza aaz,,consonant,,D;D,,Johana Nichols,chec1245
Chechen,,kiexat,,"paper; document; letter; card, playing card; kite",,D;D,,Johana Nichols,chec1245
Chechen,,qaallar,,"meal, snack, a bite to eat; bread (dial.)",,D;D,,Johana Nichols,chec1245
Chechen,,saagha,,"offering, alms, charity, donation; sacrifice",,D;D,,Johana Nichols,chec1245
Chechen,,hwaqar,,"ointment; cream, creme; grease, oil, lubricating oil",,D;D,,Johana Nichols,chec1245
Chechen,,ghant,,chair,,D;D,,Johana Nichols,chec1245
Chechen,,aadres,,address,,D;D,,Johana Nichols,chec1245
Chechen,,dak,,willow,,D;D,,Johana Nichols,chec1245
Chechen,,daq,,birch; aspen,,D;D,,Johana Nichols,chec1245
Chechen,,doga,,"Cornelian cherry, kizil (<spbeg>Cornus mas<spend>)",,D;D,,Johana Nichols,chec1245
Chechen,,dagh,,elm species,,D;D,,Johana Nichols,chec1245
Chechen,,waandagh,,elm species,,D;D,,Johana Nichols,chec1245
Chechen,,waammagh,,elm species,,D;D,,Johana Nichols,chec1245
Chechen,,mush,,elm species,,D;D,,Johana Nichols,chec1245
Chechen,,maelkaz,,maple species,,D;D,,Johana Nichols,chec1245
Chechen,,liega,,maple,,D;D,,Johana Nichols,chec1245
Chechen,,ma',,alder,,D;D,,Johana Nichols,chec1245
Chechen,,baga,,pine,,D;D,,Johana Nichols,chec1245
Chechen,,baza,,tree species (spruce? yew? larch?) ,,D;D,,Johana Nichols,chec1245
Chechen,,hwiagh,,"linden, basswood",,D;D,,Johana Nichols,chec1245
Chechen,,stou,,"Cornelian cherry, kizil (<spbeg>Cornus mas<spend>) (fruit and tree)",,D;D,,Johana Nichols,chec1245
Chechen,,taal,,poplar,,D;D,,Johana Nichols,chec1245
Chechen,,q'aam,,"people, nation, ethnic group, national group",,D;D,,Johana Nichols,chec1245
Chechen,,atlaan,,"clamp, staple, bracket",,D;D,,Johana Nichols,chec1245
Chechen,,lan,,horseshoe; metal heel tap,,D;D,,Johana Nichols,chec1245
Chechen,,iecar,,multiplication,,D;D,,Johana Nichols,chec1245
Chechen,,t'etuoxar,,addition,,D;D,,Johana Nichols,chec1245
Chechen,,dieq'ar,,division; distribution,,D;D,,Johana Nichols,chec1245
Chechen,,aaxde,,"first half of the day, forenoon; half a day",,D;D,,Johana Nichols,chec1245
Chechen,,aaxsho,,half a year,,D;D,,Johana Nichols,chec1245
Chechen,,saalazkiema,,"propeller sleigh, aerosleigh, snowmobile",,D;D,,Johana Nichols,chec1245
Chechen,,aamat,,"trait, feature, characteristic",,D;D,,Johana Nichols,chec1245
Chechen,,lu'ar,,"will,  desire, wishes",,D;D,,Johana Nichols,chec1245
Chechen,,sto,,chisel; screwdriver,,D;D,,Johana Nichols,chec1245
Chechen,,doogha,,key; wrench,,D;D,,Johana Nichols,chec1245
Chechen,,buruu,,"drill, auger; bur, bit, drill bit",,D;D,,Johana Nichols,chec1245
Chechen,,vottana,,plane,,D;D,,Johana Nichols,chec1245
Chechen,,tukar,,"scissors, shears",,D;D,,Johana Nichols,chec1245
Chechen,,zhambalt,,"hatchet, small axe",,D;D,,Johana Nichols,chec1245
Chechen,,saahwt,,hour; watch,,D;D,,Johana Nichols,chec1245
Chechen,,baall,,butt stock bolt (pin holding gunstock to barrel),,D;D,,Johana Nichols,chec1245
Chechen,,baall,,"cherry, sour cherry",,D;D,,Johana Nichols,chec1245
Chechen,,baazar'aachuu,,alum,,D;D,,Johana Nichols,chec1245
Chechen,,baq'derg,,"truth, the truth",,D;D,,Johana Nichols,chec1245
Chechen,,uochaq,,trivet,,D;D,,Johana Nichols,chec1245
Chechen,,mutt,,juice,,D;D,,Johana Nichols,chec1245
Chechen,,baq'uocaxilar,,"lawlessness
",,D;D,,Johana Nichols,chec1245
Chechen,,barkalla,,"gratitude, thanks",,D;D,,Johana Nichols,chec1245
Chechen,,bartxaattar,,"interrogation; deposition, trial",,D;D,,Johana Nichols,chec1245
Chechen,,bartbiirg,,"mediator, go-between, facilitator; word in grammatical agreement with another",,D;D,,Johana Nichols,chec1245
Chechen,,bartxirg,,"agreeing word, attributive",,D;D,,Johana Nichols,chec1245
Chechen,,bartcaxilar,,"disparity, variance, lack of agreement, disagreement
",,D;D,,Johana Nichols,chec1245
Chechen,,baarhbwaerg,,eight (in cards),,D;D,,Johana Nichols,chec1245
Chechen,,basar,,"color, paint, dye",,D;D,,Johana Nichols,chec1245
Chechen,,baasma,,"calico, cotton print, chintz",,D;D,,Johana Nichols,chec1245
Chechen,,baappa,,meal,,D;D,,Johana Nichols,chec1245
Chechen,,baappa,,dandelion,,D;D,,Johana Nichols,chec1245
Chechen,,bialxar,,"cry, weeping; lament ",,D;D,,Johana Nichols,chec1245
Chechen,,binzin,,"gasoline, gas; petrol (Brit.)",,D;D,,Johana Nichols,chec1245
Chechen,,tiaptar,,"notebook; folio, manuscript, chronicle",,D;D,,Johana Nichols,chec1245
Chechen,,detiaptar,,daybook,,D;D,,Johana Nichols,chec1245
Chechen,,waamat,,textbook,,D;D,,Johana Nichols,chec1245
Chechen,,biaxkied.ar,,"accusation, charge
",,D;D,,Johana Nichols,chec1245
Chechen,,buoga,,"bowl, large bowl, basin
",,D;D,,Johana Nichols,chec1245
Chechen,,xeedar,,"plate, dish",,D;D,,Johana Nichols,chec1245
Chechen,,taka,,"glass, drinking glass, tumbler",,D;D,,Johana Nichols,chec1245
Chechen,,boshxaap / bosshaap,,plate,,D;D,,Johana Nichols,chec1245
Chechen,,neghar,,lid (of pan or dish),,D;D,,Johana Nichols,chec1245
Chechen,,zooka,,"jug, pitcher
",,D;D,,Johana Nichols,chec1245
Chechen,,c'uzam,,"spout (of teakettle, etc.); nose (of rocket); tap, faucet",,D;D,,Johana Nichols,chec1245
Chechen,,choelpa,,"slotted spoon, straining spoon, skimmer",,D;D,,Johana Nichols,chec1245
Chechen,,jaalghu,,"frypan, frying pan, skillet",,D;D,,Johana Nichols,chec1245
Chechen,,taas,,"basin, large bowl, tub
",,D;D,,Johana Nichols,chec1245
Chechen,,ghaalaq,,wooden spade or spatula for turning roasting corn,,D;D,,Johana Nichols,chec1245
Chechen,,piisak,,"oar, spatula (for stirring); stylus",,D;D,,Johana Nichols,chec1245
Chechen,,ghutaq,,box,,D;D,,Johana Nichols,chec1245
Chechen,,teerahwdosh,,"numeral, number",,D;D,,Johana Nichols,chec1245
Chechen,,buozhabeer,,male child ,,D;D,,Johana Nichols,chec1245
Chechen,,boz,,flannel,,D;D,,Johana Nichols,chec1245
Chechen,,boochabwaara,,walnut,,D;D,,Johana Nichols,chec1245
Chechen,,byyr,,"order, command",,D;D,,Johana Nichols,chec1245
Chechen,,byyra,,yolk,,D;D,,Johana Nichols,chec1245
Chechen,,bui-kaara,,boxing glove,,D;D,,Johana Nichols,chec1245
Chechen,,bumzi,,"flannel
",,D;D,,Johana Nichols,chec1245
Chechen,,buram,,"ferry, ferryboat
",,D;D,,Johana Nichols,chec1245
Chechen,,burzhal,,"shackles, stocks
",,D;D,,Johana Nichols,chec1245
Chechen,,gudri,,puppy,,D;D,,Johana Nichols,chec1245
Chechen,,bwaellang,,"hazel bush, hazel thicket
",,D;D,,Johana Nichols,chec1245
Chechen,,bwaellangbwaara,,hazelnut ,,D;D,,Johana Nichols,chec1245
Chechen,,bwaersa,,"sight, vision",,D;D,,Johana Nichols,chec1245
Chechen,,bwaerxi,,tear,,D;D,,Johana Nichols,chec1245
Chechen,,xalq',,"people, ethnic group",,D;D,,Johana Nichols,chec1245
Chechen,,bwizh,,bastard,,D;D,,Johana Nichols,chec1245
Chechen,,kan,,hair; wool (from spring shearing); wool remnants ,,D;D,,Johana Nichols,chec1245
Chechen,,vai,,swarm,,D;D,,Johana Nichols,chec1245
Chechen,,vaast,,"appearance, image, external form
",,D;D,,Johana Nichols,chec1245
Chechen,,vawad / vawda,,"promise, vow, pledge
",,D;D,,Johana Nichols,chec1245
Chechen,,viedar,,"bucket, pail",,D;D,,Johana Nichols,chec1245
Chechen,,k'omar,,scab,,D;D,,Johana Nichols,chec1245
Chechen,,veersalla,,"protection, guardianship, trusteeship
",,D;D,,Johana Nichols,chec1245
Chechen,,vesiat,,"testament, will; behest, precept",,D;D,,Johana Nichols,chec1245
Chechen,,vieta,,flax; flaxseed,,D;D,,Johana Nichols,chec1245
Chechen,,virmerwyrg,,"finch species (twite or redpoll, <spbeg>Acanthis<spend> sp.)",,D;D,,Johana Nichols,chec1245
Chechen,,vuo~,,evil,,D;D,,Johana Nichols,chec1245
Chechen,,vorhbwaerg,,seven (in cards),,D;D,,Johana Nichols,chec1245
Chechen,,ga-daaq'a,,"branch, division, sector ",,D;D,,Johana Nichols,chec1245
Chechen,,gala,,wooden stick used in children's games,,D;D,,Johana Nichols,chec1245
Chechen,,gaali,,"sack, bag; burlap bag",,D;D,,Johana Nichols,chec1245
Chechen,,myshgaali,,"sack, bag (made of coarse fabric)",,D;D,,Johana Nichols,chec1245
Chechen,,gaara,,"generation, branch, offshoot, scion, division (typically, of family tree); part, subpart, subdivision
",,D;D,,Johana Nichols,chec1245
Chechen,,gatdalar,,"assimilation, umlaut; narrowing, shrinkage, constriction
",,D;D,,Johana Nichols,chec1245
Chechen,,giargarluo,,"relationship, common descent; cognation, cognacy; acquaintance, close relations",,D;D,,Johana Nichols,chec1245
Chechen,,gildig / gilg,,tickle,,D;D,,Johana Nichols,chec1245
Chechen,,girz,,scabies,,D;D,,Johana Nichols,chec1245
Chechen,,guobar,,"siege, encirclement, surrounding
",,D;D,,Johana Nichols,chec1245
Chechen,,guolaacar,,"encirclement, siege, surrounding",,D;D,,Johana Nichols,chec1245
Chechen,,hweeshac'a,,"guest room; hotel, guest house",,D;D,,Johana Nichols,chec1245
Chechen,,waerzha duga,,buckwheat,,D;D,,Johana Nichols,chec1245
Chechen,,guld.ar,,"collection, assembly, gathering, accumulation ",,D;D,,Johana Nichols,chec1245
Chechen,,ghaalart,,"silhouette, phantom, specter, shade, ghost; glimpse, partial view, partly visible outline; mirage",,D;D,,Johana Nichols,chec1245
Chechen,,ghaam,,witch,,D;D,,Johana Nichols,chec1245
Chechen,,k'a,,wheat; grain,,D;D,,Johana Nichols,chec1245
Chechen,,ghantyd-zhaina,,book of dream interpretations,,D;D,,Johana Nichols,chec1245
Chechen,,ghaarbuu,,black dye for felt,,D;D,,Johana Nichols,chec1245
Chechen,,ghaargha,,poplar species,,D;D,,Johana Nichols,chec1245
Chechen,,ghaarluu,,tool for cleaning plowshare ,,D;D,,Johana Nichols,chec1245
Chechen,,ghart,,thigh,,D;D,,Johana Nichols,chec1245
Chechen,,tata,,"sound, rap, tap, knock",,D;D,,Johana Nichols,chec1245
Chechen,,ghar-tata,,"sound, noise",,D;D,,Johana Nichols,chec1245
Chechen,,ghiald.alar,,"weakness, weakening; fatigue, exhaustion
",,D;D,,Johana Nichols,chec1245
Chechen,,gheenig,,"nit; larva, grub, maggot
",,D;D,,Johana Nichols,chec1245
Chechen,,chorxa~ gui / choarxa~ gui,,bobbin,,D;D,,Johana Nichols,chec1245
Chechen,,ghishluojar,,construction,,D;D,,Johana Nichols,chec1245
Chechen,,gho,,"runner (of sleigh, sled); side",,D;D,,Johana Nichols,chec1245
Chechen,,ghodam,,cornstalk,,D;D,,Johana Nichols,chec1245
Chechen,,ghoomat,,horse collar,,D;D,,Johana Nichols,chec1245
Chechen,,sieda-zhaina,,"horoscope, book of fortunetelling by the stars, astrology book",,D;D,,Johana Nichols,chec1245
Chechen,,ghoora,,"force, physical strength, power",,D;D,,Johana Nichols,chec1245
Chechen,,ghoota,,"corral, pen (for sheep)",,D;D,,Johana Nichols,chec1245
Chechen,,tyxa,,salt,,D;D,,Johana Nichols,chec1245
Chechen,,ghuuda,,"penalty, fine, sanction",,D;D,,Johana Nichols,chec1245
Chechen,,ghulg,,"die, dice",,D;D,,Johana Nichols,chec1245
Chechen,,ghumlaatta,,sandy soil ,,D;D,,Johana Nichols,chec1245
Chechen,,daetta,,"oil, grease, fat, melted butter",,D;D,,Johana Nichols,chec1245
Chechen,,ghurba,,"Kurban Bayram (Muslim religious holiday); sacrificial animal for this holiday
",,D;D,,Johana Nichols,chec1245
Chechen,,ghurchuo,,hoop (of barrel),,D;D,,Johana Nichols,chec1245
Chechen,,da'ar,,"food, meal, dish
",,D;D,,Johana Nichols,chec1245
Chechen,,dabagha,,"tanning, tanning agent",,D;D,,Johana Nichols,chec1245
Chechen,,daagar,,"temperature, fever, high temperature; burning",,D;D,,Johana Nichols,chec1245
Chechen,,d.ador,,"abduction, kidnapping",,D;D,,Johana Nichols,chec1245
Chechen,,daazar,,"dependence, connection, logical connection, relationship",,D;D,,Johana Nichols,chec1245
Chechen,,daq'a,,"corpse, dead body",,D;D,,Johana Nichols,chec1245
Chechen,,dariedar,,"confession, acknowledgment, admission
",,D;D,,Johana Nichols,chec1245
Chechen,,darzh,,"degree, power; rank, position",,D;D,,Johana Nichols,chec1245
Chechen,,daari,,"type of shiny silk fabric
",,D;D,,Johana Nichols,chec1245
Chechen,,dars,,"lesson, assignment (chiefly religious)",,D;D,,Johana Nichols,chec1245
Chechen,,daw,,"infected wound, infected cut, infected abrasion",,D;D,,Johana Nichols,chec1245
Chechen,,debyysa,,"day, 24 hours, day and night",,D;D,,Johana Nichols,chec1245
Chechen,,degalerg,,part of heart,,D;D,,Johana Nichols,chec1245
Chechen,,diagh,,body; height,,D;D,,Johana Nichols,chec1245
Chechen,,kucxandosh,,converb,,D;D,,Johana Nichols,chec1245
Chechen,,diezar,,"duty, chore, obligation; problem",,D;D,,Johana Nichols,chec1245
Chechen,,dezde,,"holiday, festival, feast day",,D;D,,Johana Nichols,chec1245
Chechen,,deejoehw,,large intestine,,D;D,,Johana Nichols,chec1245
Chechen,,dieqar,,"debt, loan; obligation, duty",,D;D,,Johana Nichols,chec1245
Chechen,,dieq'alurg,,dividend,,D;D,,Johana Nichols,chec1245
Chechen,,dialq'laamaz,,"midday prayer, noon prayer",,D;D,,Johana Nichols,chec1245
Chechen,,d.ellarg,,dead person,,D;D,,Johana Nichols,chec1245
Chechen,,diart,,"defect, flaw, imperfection",,D;D,,Johana Nichols,chec1245
Chechen,,d.iexar,,"request, appeal, entreaty; application, petition",,D;D,,Johana Nichols,chec1245
Chechen,,dieshar,,"study, studies; reading",,D;D,,Johana Nichols,chec1245
Chechen,,deshdaaq'a,,syllable,,D;D,,Johana Nichols,chec1245
Chechen,,deshnizhaina,,dictionary,,D;D,,Johana Nichols,chec1245
Chechen,,diicar,,"story, tale, novel; narration, narrative; telling; negotiations, talks",,D;D,,Johana Nichols,chec1245
Chechen,,omar,,"order, command",,D;D,,Johana Nichols,chec1245
Chechen,,din,,"religion, faith",,D;D,,Johana Nichols,chec1245
Chechen,,dist,,"edge, side; selvedge, selvage; hem, edging",,D;D,,Johana Nichols,chec1245
Chechen,,dou,,"dispute, argument, quarrel, disagreement
",,D;D,,Johana Nichols,chec1245
Chechen,,hordbuozhar,,"low tide, falling tide",,D;D,,Johana Nichols,chec1245
Chechen,,duozhar,,"fall, falling; harness, harnessing; case (grammatical) ",,D;D,,Johana Nichols,chec1245
Chechen,,dooq'ar,,"fodder, feed (chiefly for livestock)",,D;D,,Johana Nichols,chec1245
Chechen,,dol,,cubit (archaic measure of length: distance from elbow to fingertips),,D;D,,Johana Nichols,chec1245
Chechen,,doot'ana,,"crack, split (in trunk or large branch of tree)",,D;D,,Johana Nichols,chec1245
Chechen,,d.ooxalla,,length,,D;D,,Johana Nichols,chec1245
Chechen,,duq'uu,,"beam, roof beam; joist",,D;D,,Johana Nichols,chec1245
Chechen,,durgal,,"nectar
",,D;D,,Johana Nichols,chec1245
Chechen,,d.ustar,,"measure, measurement, comparison; measurements",,D;D,,Johana Nichols,chec1245
Chechen,,justar,,"meter, gauge, instrument, measuring device",,D;D,,Johana Nichols,chec1245
Chechen,,du'ushtuo,,Cornelian cherry (<spbeg>Cornus mas<spend>),,D;D,,Johana Nichols,chec1245
Chechen,,d.yhwig,,"end, top; muzzle (of gun), toe (of boot)
",,D;D,,Johana Nichols,chec1245
Chechen,,dyhwlooca,,"rein, halter
",,D;D,,Johana Nichols,chec1245
Chechen,,dwoush,,poison,,D;D,,Johana Nichols,chec1245
Chechen,,jieshap,,"witch, sorceress
",,D;D,,Johana Nichols,chec1245
Chechen,,zhaina,,"book; amulet, charm",,D;D,,Johana Nichols,chec1245
Chechen,,zhamwat,,"congregation; group, society
",,D;D,,Johana Nichols,chec1245
Chechen,,zhamwaat-maezhdig,,mosque where people gather for Friday prayers,,D;D,,Johana Nichols,chec1245
Chechen,,zhimlurg,,"minuend
",,D;D,,Johana Nichols,chec1245
Chechen,,zhin,,"jinn; devil, evil spirit",,D;D,,Johana Nichols,chec1245
Chechen,,zhouhar,,pearl,,D;D,,Johana Nichols,chec1245
Chechen,,zhommagh,,"hatchet, small axe",,D;D,,Johana Nichols,chec1245
Chechen,,zhwou-morzagh,,tool,,D;D,,Johana Nichols,chec1245
Chechen,,zaitdaetta,,olive oil,,D;D,,Johana Nichols,chec1245
Chechen,,zawpar,,plant species,,D;D,,Johana Nichols,chec1245
Chechen,,zie~,,"damage, loss, harm (chiefly financial)
",,D;D,,Johana Nichols,chec1245
Chechen,,zip,,"wool fabric
",,D;D,,Johana Nichols,chec1245
Chechen,,zirx,,"eggs (of insects, frogs, fish); larvae, maggots, grubs
",,D;D,,Johana Nichols,chec1245
Chechen,,zijaart / zierat,,"pilgrimage; place of pilgrimage, shrine, mausoleum, grave
",,D;D,,Johana Nichols,chec1245
Chechen,,zou,,"clink, clang; sound of gong
",,D;D,,Johana Nichols,chec1245
Chechen,,zouq / zoq,,"pleasure, enjoyment",,D;D,,Johana Nichols,chec1245
Chechen,,zorba,,"press, printing press; print media; print; script, font
",,D;D,,Johana Nichols,chec1245
Chechen,,zoepar,,splint; supporting stake (e.g. for sides of cart),,D;D,,Johana Nichols,chec1245
Chechen,,zud,,"bitch, female dog",,D;D,,Johana Nichols,chec1245
Chechen,,zudabeer,,"girl, young girl, little girl ",,D;D,,Johana Nichols,chec1245
Chechen,,zudajitar,,divorce,,D;D,,Johana Nichols,chec1245
Chechen,,zulam,,"evil, harm; felony, crime
",,D;D,,Johana Nichols,chec1245
Chechen,,zykar,,zikr,,D;D,,Johana Nichols,chec1245
Chechen,,zwaara,,"wattle fence, fencing, wattle gate",,D;D,,Johana Nichols,chec1245
Chechen,,iimaansiz,,"non-believer, impious person; ill-mannered person",,D;D,,Johana Nichols,chec1245
Chechen,,Inzhil,,"Bible; gospel, evangel, New Testament",,D;D,,Johana Nichols,chec1245
Chechen,,irzuu,,"cleared land; plowed clearing in forest; burned area (in slash-and-burn farming, or where forest is cleared by burning)
",,D;D,,Johana Nichols,chec1245
Chechen,,irxkiema,,"airplane which can take off vertically
",,D;D,,Johana Nichols,chec1245
Chechen,,irxdoedu-kiexat,,kite,,D;D,,Johana Nichols,chec1245
Chechen,,isberg,,nine (in cards),,D;D,,Johana Nichols,chec1245
Chechen,,issancha,,nine (in cards); nine-year-old (person); niner,,D;D,,Johana Nichols,chec1245
Chechen,,istang,,"felt rug
",,D;D,,Johana Nichols,chec1245
Chechen,,isxar,,broadcloth; type of cloth,,D;D,,Johana Nichols,chec1245
Chechen,,itberg,,ten (in cards),,D;D,,Johana Nichols,chec1245
Chechen,,i'-mi',,"evasion, equivocation",,D;D,,Johana Nichols,chec1245
Chechen,,jii,,kind of homemade beer,,D;D,,Johana Nichols,chec1245
Chechen,,jilbaz,,devil,,D;D,,Johana Nichols,chec1245
Chechen,,jousar,,"mutt, cur",,D;D,,Johana Nichols,chec1245
Chechen,,jooza,,"writing, writing system, inscription ",,D;D,,Johana Nichols,chec1245
Chechen,,salam-dosh,,"word of greeting; reply to welcoming toast
",,D;D,,Johana Nichols,chec1245
Chechen,,itbwaerg,,ten (card),,D;D,,Johana Nichols,chec1245
Chechen,,kaana,,"handful
",,D;D,,Johana Nichols,chec1245
Chechen,,karsol,,"outlet (of mill dam)
",,D;D,,Johana Nichols,chec1245
Chechen,,kash,,"grave, tomb; (in plural) cemetery",,D;D,,Johana Nichols,chec1245
Chechen,,kiema,,airplane; vessel; ship,,D;D,,Johana Nichols,chec1245
Chechen,,siedakiema,,space ship,,D;D,,Johana Nichols,chec1245
Chechen,,shakiema,,"icebreaker
",,D;D,,Johana Nichols,chec1245
Chechen,,berkiema,,"helicopter
",,D;D,,Johana Nichols,chec1245
Chechen,,hwulkiema,,submarine,,D;D,,Johana Nichols,chec1245
Chechen,,gilkiema,,boat,,D;D,,Johana Nichols,chec1245
Chechen,,kirkiema,,"cargo plane
",,D;D,,Johana Nichols,chec1245
Chechen,,buramkiema,,barge,,D;D,,Johana Nichols,chec1245
Chechen,,kira,,"load, cargo",,D;D,,Johana Nichols,chec1245
Chechen,,kirhwa,,"curtain, drawing curtain, divider curtain, theater curtain",,D;D,,Johana Nichols,chec1245
Chechen,,kica,,"proverb, saying",,D;D,,Johana Nichols,chec1245
Chechen,,ko,,"head of grain; sheaf of grain
",,D;D,,Johana Nichols,chec1245
Chechen,,kooka,,"sloe, blackthorn (<spbeg>Prunus spinosa<spend>)",,D;D,,Johana Nichols,chec1245
Chechen,,kost,,"assignment, instruction, mission, message
",,D;D,,Johana Nichols,chec1245
Chechen,,koochar,,"wreath, lei; bundle (e.g. of onions, garlic, bagels tied together)
",,D;D,,Johana Nichols,chec1245
Chechen,,kurx,,"stealing, robbery, petty theft, petty thievery
",,D;D,,Johana Nichols,chec1245
Chechen,,kurxalla,,"tendency to steal, stealing, shoplifting
",,D;D,,Johana Nichols,chec1245
Chechen,,kuc,,"looks, good looks, beauty; exterior, appearance
",,D;D,,Johana Nichols,chec1245
Chechen,,kucdosh,,adverb,,D;D,,Johana Nichols,chec1245
Chechen,,qa,,"section or parcel of arable land; lye, alkaline water",,D;D,,Johana Nichols,chec1245
Chechen,,qa'ara,,Wednesday,,D;D,,Johana Nichols,chec1245
Chechen,,qallar,,"bread; snack, a bite to eat ",,D;D,,Johana Nichols,chec1245
Chechen,,qaappa / qahwpa,,sunflower,,D;D,,Johana Nichols,chec1245
Chechen,,qaachambaacar,,"defect, flaw, inadequacy, shortcoming",,D;D,,Johana Nichols,chec1245
